,time,s_user,s_domain,d_user,d_domain,scom,dcom,a_t,logon_type,a_ot,s/f
0,4511406,C7810,DOM1,C7810$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,3052860,C12632,DOM1,C12632$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,749636,C20486,DOM1,C20486$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,613892,C18894,DOM1,C18894$,DOM1,C18894,C586,Kerberos,Network,LogOn,"Success
"
0,489333,C155,DOM1,C155$,DOM1,C155,C529,Kerberos,Network,LogOn,"Success
"
0,251066,C1002,DOM1,C1002$,DOM1,C1002,C467,Kerberos,Network,LogOn,"Success
"
0,3735678,NETWORK SERVICE,C4352,NETWORK SERVICE,C4352,C4352,C4352,Negotiate,Service,LogOn,"Success
"
0,904202,ANONYMOUS LOGON,C457,ANONYMOUS LOGON,C457,C457,C457,?,Network,LogOff,"Success
"
0,3568395,C104,DOM1,C104$,DOM1,C105,C1085,Kerberos,Network,LogOn,"Success
"
0,2661054,C8200,DOM1,C8200$,DOM1,C8200,C612,?,?,TGS,"Success
"
0,2295682,U78,DOM1,U78,DOM1,C1881,C1881,?,Network,LogOff,"Success
"
0,3804843,C23208,DOM1,C23208$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1580708,U34,DOM1,U34,DOM1,C921,C921,Kerberos,Network,LogOn,"Success
"
0,126906,C101,DOM1,C101$,DOM1,C101,C988,Kerberos,Network,LogOn,"Success
"
0,3765042,U1511,DOM1,U1511,DOM1,C11661,C586,Kerberos,Network,LogOn,"Success
"
0,5002233,U48,DOM1,U48,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,1739236,U14,DOM1,U14,DOM1,C433,C433,?,Network,LogOff,"Success
"
0,2409261,U5843,DOM1,U5843,DOM1,C1108,C457,Kerberos,Network,LogOn,"Success
"
0,998070,U346,DOM1,U346,DOM1,C449,C449,?,Network,LogOff,"Success
"
0,1131635,NETWORK SERVICE,C21262,NETWORK SERVICE,C21262,C21262,C21262,Negotiate,Service,LogOn,"Success
"
0,107760,C1617,DOM1,C1617$,DOM1,C1618,C1065,Kerberos,Network,LogOn,"Success
"
0,2856638,U3478,DOM1,U3478,DOM1,C9240,C457,Kerberos,Network,LogOn,"Success
"
0,3866467,NETWORK SERVICE,C3583,NETWORK SERVICE,C3583,C3583,C3583,Negotiate,Service,LogOn,"Success
"
0,3223017,U8369,DOM1,U8369,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4867714,NETWORK SERVICE,C6655,NETWORK SERVICE,C6655,C6655,C6655,Negotiate,Service,LogOn,"Success
"
0,4742428,C19789,DOM1,C19789$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,1314338,C3914,DOM1,C3914$,DOM1,C3914,C586,?,?,TGS,"Success
"
0,4227705,U1377,DOM1,U1377,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,2590089,C20625,DOM1,C20625$,DOM1,C20625,C1065,Kerberos,Network,LogOn,"Success
"
0,2958271,U8,DOM1,U8,DOM1,C62,C92,Kerberos,Network,LogOn,"Success
"
0,2950791,U2363,DOM1,U2363,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,1156961,C1120,DOM1,U8619,DOM1,C1521,C1120,Negotiate,Unlock,LogOn,"Success
"
0,1533916,C10648,DOM1,C10648$,DOM1,C10648,C586,?,?,TGS,"Success
"
0,2801066,C1067,DOM1,C1067$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1675195,C743,DOM1,C743$,DOM1,C743,C586,Kerberos,Network,LogOn,"Success
"
0,4145106,U1915,?,U1915,?,C5999,C5999,?,?,TGT,"Fail
"
0,4565163,U5749,DOM1,U5749,DOM1,C24294,C467,?,?,TGS,"Success
"
0,3775142,NETWORK SERVICE,C13602,NETWORK SERVICE,C13602,C13602,C13602,Negotiate,Service,LogOn,"Success
"
0,3923898,U8406,DOM1,U8406,DOM1,C10,C10,?,Network,LogOff,"Success
"
0,4439189,C14351,DOM1,C14351$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,2315349,C22484,DOM1,C22484$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4353255,U7529,DOM1,U7529,DOM1,C1015,C1015,?,Network,LogOff,"Success
"
0,124073,U7427,DOM1,U7427,DOM1,C23546,C586,Kerberos,Network,LogOn,"Success
"
0,4778711,U1898,DOM1,U1898,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,322270,U12,DOM1,U12,DOM1,C368,C368,NTLM,Network,LogOn,"Success
"
0,4878479,U9053,DOM1,U9053,DOM1,C19186,C2327,?,?,TGS,"Success
"
0,2030450,U8093,DOM1,U8093,DOM1,C4490,C4490,?,?,TGT,"Success
"
0,1116202,U2588,DOM1,U2588,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1008481,C2712,DOM1,C2712$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1430692,U1394,DOM1,U1394,DOM1,C947,C612,?,?,TGS,"Success
"
0,1432657,U225,DOM1,U225,DOM1,C3065,C529,Kerberos,Network,LogOn,"Success
"
0,1128560,C944,DOM1,C944$,DOM1,C944,C457,Kerberos,Network,LogOn,"Success
"
0,4188602,U7473,DOM1,U7473,DOM1,C5117,C8799,?,?,TGS,"Success
"
0,874037,C5202,DOM1,C5202$,DOM1,C5202,C586,Kerberos,Network,LogOn,"Success
"
0,2964163,U2592,DOM1,U2592,DOM1,C7301,C586,?,?,TGS,"Success
"
0,4328656,C783,DOM1,C783$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4810834,C60,DOM1,C60$,DOM1,C60,TGT,?,?,TGS,"Success
"
0,2089389,C395,DOM1,C395$,DOM1,C231,C231,?,Network,LogOff,"Success
"
0,458270,C599,DOM1,C599$,DOM1,C988,C988,?,Network,LogOff,"Success
"
0,4102855,NETWORK SERVICE,C3117,NETWORK SERVICE,C3117,C3117,C3117,Negotiate,Service,LogOn,"Success
"
0,1627887,C15813,DOM1,C15813$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1608686,U296,DOM1,U296,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4473004,C17556,DOM1,C17556$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,4472338,C714,DOM1,C714$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,4429230,C529,DOM1,C529$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,1267323,C529,DOM1,C529$,DOM1,C529,C529,Kerberos,Network,LogOn,"Success
"
0,13774,C3159,DOM1,C3159$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4173291,U3504,DOM1,U3504,DOM1,C9253,C2038,Kerberos,Network,LogOn,"Success
"
0,4454650,C4676,DOM1,C4676$,DOM1,C4676,C457,Kerberos,Network,LogOn,"Success
"
0,2367973,C15224,DOM1,C15224$,DOM1,C15224,C586,Kerberos,Network,LogOn,"Success
"
0,1185807,U6205,DOM1,U6205,DOM1,C4983,C612,Kerberos,Network,LogOn,"Success
"
0,3272104,U7817,DOM1,U7817,DOM1,C16919,C529,Kerberos,Network,LogOn,"Success
"
0,4366233,NETWORK SERVICE,C5511,NETWORK SERVICE,C5511,C5511,C5511,Negotiate,Service,LogOn,"Success
"
0,3794284,NETWORK SERVICE,C4981,NETWORK SERVICE,C4981,C4981,C4981,Negotiate,Service,LogOn,"Success
"
0,1698313,C1400,DOM1,C1400$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1278518,C9633,DOM1,C9633$,DOM1,C9633,C9633,?,?,TGT,"Success
"
0,2993433,U3394,DOM1,U3394,DOM1,C9038,C5618,Kerberos,Network,LogOn,"Success
"
0,1399229,C22792,DOM1,C22792$,DOM1,C22792,TGT,?,?,TGS,"Success
"
0,4275061,C181,DOM1,C181$,DOM1,C181,C561,Kerberos,Network,LogOn,"Success
"
0,3227124,C4431,DOM1,C4431$,DOM1,C4431,C4431,Kerberos,Network,LogOn,"Success
"
0,2534349,U9550,DOM1,U9550,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3902191,C46,DOM1,C46$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,3750813,U22,DOM1,U22,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,529390,U3802,DOM1,U3802,DOM1,C9833,C586,Kerberos,Network,LogOn,"Success
"
0,1129238,C8406,DOM1,C8406$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,1791265,C4578,DOM1,C4578$,DOM1,C4578,C1065,Kerberos,Network,LogOn,"Success
"
0,1274594,C18165,DOM1,C18165$,DOM1,C18165,C529,NTLM,Network,LogOn,"Success
"
0,2390223,C14036,DOM1,C14036$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4452398,U6728,DOM1,U6728,DOM1,C15051,C467,Kerberos,Network,LogOn,"Success
"
0,1759429,U1148,DOM1,U1148,DOM1,C3032,C743,Kerberos,Network,LogOn,"Success
"
0,4531423,C1126,DOM1,C1126$,DOM1,C1126,C586,Kerberos,Network,LogOn,"Success
"
0,3464327,U10904,DOM3,U10905,DOM3,C3429,C3429,Kerberos,Network,LogOn,"Success
"
0,1037632,C1453,DOM1,C1453$,DOM1,C1453,C1453,?,?,TGS,"Success
"
0,1483672,C11441,DOM1,C11441$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,220262,U22,DOM1,U22,DOM1,C849,C528,Kerberos,Network,LogOn,"Success
"
0,1586225,C19707,DOM1,C19707$,DOM1,C19707,C2106,Kerberos,Network,LogOn,"Success
"
0,2927071,C9508,DOM1,C9508$,DOM1,C9508,C529,Kerberos,Network,LogOn,"Success
"
0,164478,U14,DOM1,U14,DOM1,C431,C431,Kerberos,Network,LogOn,"Success
"
0,1145974,U3796,DOM1,U3796,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1385795,U726,DOM1,U726,DOM1,C1712,C2162,Kerberos,Network,LogOn,"Success
"
0,2694854,C21573,DOM1,C21573$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,231116,U1934,DOM1,U1934,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,2031083,C6565,DOM1,C6565$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4992312,C2490,DOM1,C2490$,DOM1,C2490,C528,Kerberos,Network,LogOn,"Success
"
0,4321575,C17881,DOM1,SYSTEM,C17881,C17881,C17881,Negotiate,Service,LogOn,"Success
"
0,1249461,U8141,DOM1,U8141,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1372215,C2466,DOM1,C2466$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,4846591,NETWORK SERVICE,C7454,NETWORK SERVICE,C7454,C7454,C7454,Negotiate,Service,LogOn,"Success
"
0,2543461,U18,DOM1,U18,DOM1,C2086,C467,Kerberos,Network,LogOn,"Success
"
0,353436,C12636,DOM1,C12636$,DOM1,C12636,C3443,Kerberos,Network,LogOn,"Success
"
0,2965379,U2959,DOM1,U2959,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,4384941,ANONYMOUS LOGON,C612,ANONYMOUS LOGON,C612,C612,C612,?,Network,LogOff,"Success
"
0,2141619,C2724,DOM1,C2724$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3611782,C3657,DOM1,C3657$,DOM1,C3657,C3657,Kerberos,Network,LogOn,"Success
"
0,476903,U8806,DOM1,U8806,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,706259,U2971,DOM1,U2971,DOM1,C801,C801,?,Network,LogOff,"Success
"
0,4070989,C104,DOM1,C104$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1365013,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C12441,C586,NTLM,Network,LogOn,"Success
"
0,573345,C3036,DOM1,C3036$,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,4280644,U3491,DOM1,U3491,DOM1,C9120,TGT,?,?,TGS,"Success
"
0,1946747,U6678,DOM1,U6678,DOM1,C14880,C2327,?,?,TGS,"Success
"
0,1523785,C12684,DOM1,C12684$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4848188,C10831,DOM1,C10831$,DOM1,C10831,C625,Kerberos,Network,LogOn,"Success
"
0,2577372,C16204,DOM1,C16204$,DOM1,C16204,C2106,Kerberos,Network,LogOn,"Success
"
0,3294484,C24251,DOM1,C24251$,DOM1,C24251,C612,Kerberos,Network,LogOn,"Success
"
0,3493590,C2081,DOM1,C2081$,DOM1,C2081,C1065,?,?,TGS,"Success
"
0,1354076,C17835,DOM1,C17835$,DOM1,C17835,C529,Kerberos,Network,LogOn,"Success
"
0,3123613,U6276,DOM1,U6276,DOM1,C13352,C1015,NTLM,Network,LogOn,"Success
"
0,1827245,C1743,DOM1,C1743$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1442730,U22,DOM1,U22,DOM1,C965,C612,Kerberos,Network,LogOn,"Success
"
0,1747140,C6951,DOM1,C6951$,DOM1,C6951,C612,Kerberos,Network,LogOn,"Success
"
0,4710547,C7577,DOM1,C7577$,DOM1,C7577,C586,Kerberos,Network,LogOn,"Success
"
0,1052243,C586,DOM1,C586$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,836052,C1114,DOM1,C1114$,DOM1,C101,C101,?,Network,LogOff,"Success
"
0,4729945,U1497,DOM1,U1497,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2534849,C18106,DOM1,C18106$,DOM1,C18106,C1065,Kerberos,Network,LogOn,"Success
"
0,3027642,C1635,DOM1,C1635$,DOM1,C1636,C529,Kerberos,Network,LogOn,"Success
"
0,1333142,ANONYMOUS LOGON,C529,ANONYMOUS LOGON,C529,C16204,C529,NTLM,Network,LogOn,"Success
"
0,4297597,C567,DOM1,C567$,DOM1,C574,C553,Kerberos,Network,LogOn,"Success
"
0,43877,U3823,DOM1,U3823,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,412252,C2284,DOM1,C2284$,DOM1,C2285,C2285,?,?,TGT,"Success
"
0,3802401,C12478,DOM1,C12478$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1315007,C192,DOM1,C192$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2823157,U66,DOM1,U66,DOM1,C2127,C2127,Kerberos,Network,LogOn,"Success
"
0,3667616,C1725,DOM1,C1725$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,2032347,U2583,DOM1,U2583,DOM1,C7227,C5618,NTLM,Network,LogOn,"Success
"
0,2516641,C16056,DOM1,C16056$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,4950884,C5489,DOM1,C5489$,DOM1,C5489,C5489,Kerberos,Network,LogOn,"Success
"
0,1973807,U9021,DOM1,U9021,DOM1,C19154,C1015,Kerberos,Network,LogOn,"Success
"
0,4338638,C14149,DOM1,C14149$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1415897,U435,DOM1,U435,DOM1,C1346,C467,Kerberos,Network,LogOn,"Success
"
0,285221,C679,DOM1,C679$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,2076912,C24067,DOM1,C24067$,DOM1,C24067,C625,Kerberos,Network,LogOn,"Success
"
0,3895100,C457,DOM1,C457$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,509895,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C11455,C586,NTLM,Network,LogOn,"Success
"
0,2622162,U5892,DOM1,U5892,DOM1,C13410,C586,?,?,TGS,"Success
"
0,1570221,C2653,DOM1,C2653$,DOM1,C2653,C586,NTLM,Network,LogOn,"Fail
"
0,3648121,C17641,DOM1,C17641$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,1948469,C6249,DOM1,C6249$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2312454,C2096,DOM1,C2096$,DOM1,C2097,C457,Kerberos,Network,LogOn,"Success
"
0,3678423,U5732,DOM1,U5732,DOM1,C743,C743,?,Network,LogOff,"Success
"
0,1601365,C743,DOM1,C743$,DOM1,C743,C586,Kerberos,Network,LogOn,"Success
"
0,3247676,U6,DOM1,U6,DOM1,C61,C61,?,Network,LogOff,"Success
"
0,3294059,U159,DOM1,U159,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3043266,C22501,DOM1,C22501$,DOM1,C22502,C1065,?,?,TGS,"Success
"
0,49521,U7,DOM1,U7,DOM1,C449,C467,Kerberos,Network,LogOn,"Success
"
0,349046,C528,DOM1,C528$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,2288085,U10107,DOM1,U10107,DOM1,C419,C419,Kerberos,Network,LogOn,"Success
"
0,852955,C5113,DOM1,C5113$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,532672,U129,DOM1,U129,DOM1,C419,C419,?,Network,LogOff,"Success
"
0,1824007,U5151,DOM1,U5151,DOM1,C22948,C2162,Kerberos,Network,LogOn,"Success
"
0,4019732,C17847,DOM1,C17847$,DOM1,C17847,C17847,?,Network,LogOff,"Success
"
0,4788411,C2096,DOM1,C2096$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,1620547,U4178,DOM1,U4178,DOM1,C5618,C5618,?,Network,LogOff,"Success
"
0,4984057,C20875,DOM1,C20875$,DOM1,C20875,C529,Kerberos,Network,LogOn,"Success
"
0,2468984,C19566,DOM1,C19566$,DOM1,C19566,TGT,?,?,TGS,"Success
"
0,1815567,U9058,DOM1,U9058,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,460143,U2739,DOM1,U2739,DOM1,C7550,C2327,?,?,TGS,"Success
"
0,3905076,C2380,DOM1,C2380$,DOM1,C2381,C2381,?,?,TGT,"Success
"
0,3001056,C8071,DOM1,C8071$,DOM1,C8071,C1065,Kerberos,Network,LogOn,"Success
"
0,3635628,C625,DOM1,C625$,DOM1,C625,C625,Kerberos,Network,LogOn,"Success
"
0,4483746,C11920,DOM1,C11920$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,2017129,ANONYMOUS LOGON,C586,ANONYMOUS LOGON,C586,C10521,C586,NTLM,Network,LogOn,"Success
"
0,1421979,C10962,DOM1,C10962$,DOM1,C10962,C528,Kerberos,Network,LogOn,"Success
"
0,2035785,C5927,DOM1,C5927$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1148359,U1376,DOM1,U1376,DOM1,C801,C801,?,Network,LogOff,"Success
"
0,2781203,C599,DOM1,C599$,DOM1,C1619,C523,Kerberos,Network,LogOn,"Success
"
0,4971397,U7867,DOM1,U7867,DOM1,C17100,C612,Kerberos,Network,LogOn,"Success
"
0,1072803,C22005,DOM1,C22005$,DOM1,C22005,C528,Kerberos,Network,LogOn,"Success
"
0,916947,U6359,DOM1,U6359,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,756465,C457,DOM1,C457$,DOM1,C457,C467,Kerberos,Network,LogOn,"Success
"
0,483746,C17368,DOM1,C17368$,DOM1,C467,C467,?,Network,LogOff,"Success
"
0,4964202,U11690,DOM1,U11690,DOM1,C57,C423,Kerberos,Network,LogOn,"Success
"
0,3613925,C8675,DOM1,C8675$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3571539,C11132,DOM1,C11132$,DOM1,C11132,C529,?,?,TGS,"Success
"
0,1772594,U1117,DOM1,U1117,DOM1,C743,C743,?,Network,LogOff,"Success
"
0,4937080,C21979,DOM1,C21979$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,3228497,U66,DOM1,U66,DOM1,C1971,C1971,?,Network,LogOff,"Success
"
0,2324206,U8480,DOM1,U8480,DOM1,C2650,C467,Kerberos,Network,LogOn,"Success
"
0,4161567,C123,DOM1,C123$,DOM1,C527,C523,Kerberos,Network,LogOn,"Success
"
0,2383421,U22,DOM1,U22,DOM1,C965,C467,Kerberos,Network,LogOn,"Success
"
0,3908885,U9543,DOM1,U9543,DOM1,C539,C539,?,?,TGT,"Success
"
0,3767974,C11466,DOM1,C11466$,DOM1,C11466,C529,NTLM,Network,LogOn,"Success
"
0,3512330,C447,DOM1,C447$,DOM1,C447,C586,Kerberos,Network,LogOn,"Success
"
0,470336,U6560,DOM1,U6560,DOM1,C2162,C2162,?,Network,LogOff,"Success
"
0,3767789,C25999,DOM1,C25999$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,1145310,C11918,DOM1,C11918$,DOM1,C11918,C467,Kerberos,Network,LogOn,"Success
"
0,3790385,C1766,DOM1,C1766$,DOM1,C1968,C523,Kerberos,Network,LogOn,"Success
"
0,3775409,U6889,DOM1,U6889,DOM1,C15331,C2918,NTLM,Network,LogOn,"Success
"
0,2330178,U66,DOM1,U66,DOM1,C2982,C2982,Kerberos,Network,LogOn,"Success
"
0,4432393,U3377,DOM1,U3377,DOM1,C1015,C1015,?,Network,LogOff,"Success
"
0,4553492,C8341,DOM1,C8341$,DOM1,C8341,C1065,Kerberos,Network,LogOn,"Success
"
0,2322975,C8015,DOM1,C8015$,DOM1,C8015,C586,Kerberos,Network,LogOn,"Success
"
0,3210715,C2410,DOM1,C2410$,DOM1,C2410,C625,NTLM,Network,LogOn,"Success
"
0,826504,U48,DOM1,U48,DOM1,C419,C419,Kerberos,Network,LogOn,"Success
"
0,4739221,C15176,DOM1,C15176$,DOM1,C15176,C457,Kerberos,Network,LogOn,"Success
"
0,3954722,C20398,DOM1,C20398$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2665944,C5377,DOM1,C5377$,DOM1,C5377,C1065,Kerberos,Network,LogOn,"Success
"
0,1090275,U4287,DOM1,U4287,DOM1,C10725,C1640,?,?,TGS,"Success
"
0,713402,C19961,DOM1,C19961$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,3754664,C21043,DOM1,C21043$,DOM1,C24525,C467,Kerberos,Network,LogOn,"Success
"
0,3512946,C7758,DOM1,C7758$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,1914524,C8966,DOM1,C8966$,DOM1,C3173,C3173,?,Network,LogOff,"Success
"
0,1757592,U3204,DOM1,U3204,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,462040,C5877,DOM1,C5877$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,3665359,U7455,DOM1,U7455,DOM1,C20507,C625,Kerberos,Network,LogOn,"Success
"
0,3591221,C567,DOM1,C567$,DOM1,C574,C625,Kerberos,Network,LogOn,"Success
"
0,2013104,C1721,DOM1,C1721$,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,392379,C743,DOM1,C743$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,1821349,U47,DOM1,U47,DOM1,C1152,C467,Kerberos,Network,LogOn,"Success
"
0,4305600,C11551,DOM1,C11551$,DOM1,C11551,C586,Kerberos,Network,LogOn,"Success
"
0,847442,C9774,DOM1,C9774$,DOM1,C1798,C9774,Kerberos,Network,LogOn,"Success
"
0,4031240,U4896,?,U4896,?,C11839,C11839,?,?,TGT,"Fail
"
0,4209457,U397,DOM1,U397,DOM1,C293,C1640,?,?,TGS,"Success
"
0,4287351,U1100,DOM1,C725$,DOM1,C725,C725,?,?,AuthMap,"Success
"
0,4183458,C6598,DOM1,C6598$,DOM1,C1798,C6598,Kerberos,Network,LogOn,"Success
"
0,2729122,C1114,DOM1,C1114$,DOM1,C1115,C457,Kerberos,Network,LogOn,"Success
"
0,8559,C625,DOM1,C625$,DOM1,C625,C625,Kerberos,Network,LogOn,"Success
"
0,1979295,C8876,DOM1,C8876$,DOM1,C8876,C8876,?,?,TGT,"Success
"
0,4771666,ANONYMOUS LOGON,C528,ANONYMOUS LOGON,C528,C6155,C528,NTLM,Network,LogOn,"Success
"
0,4203252,C11344,DOM1,C11344$,DOM1,C11344,C1065,Kerberos,Network,LogOn,"Success
"
0,237562,C17163,DOM1,C17163$,DOM1,C529,C529,?,Network,LogOff,"Success
"
0,3098225,NETWORK SERVICE,C13070,NETWORK SERVICE,C13070,C13070,C13070,Negotiate,Service,LogOn,"Success
"
0,4435578,U1,DOM1,U1,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2279707,U5334,DOM1,U5334,DOM1,C3649,C3649,?,Network,LogOff,"Success
"
0,3288791,C3040,DOM1,C3040$,DOM1,C3040,C3040,Kerberos,Network,LogOn,"Success
"
0,131101,U583,DOM1,U583,DOM1,C3331,C3331,?,?,TGT,"Success
"
0,2342255,U8652,DOM1,U8652,DOM1,C18438,C586,Kerberos,Network,LogOn,"Success
"
0,4773319,NETWORK SERVICE,C3772,NETWORK SERVICE,C3772,C3772,C3772,Negotiate,Service,LogOn,"Success
"
0,1965430,NETWORK SERVICE,C8071,NETWORK SERVICE,C8071,C8071,C8071,Negotiate,Service,LogOn,"Success
"
0,3624944,NETWORK SERVICE,C16496,NETWORK SERVICE,C16496,C16496,C16496,Negotiate,Service,LogOn,"Success
"
0,31041,SYSTEM,C13239,SYSTEM,C13239,C13239,C13239,?,?,LogOn,"Success
"
0,4804481,U13,DOM1,U1327,DOM5,C3288,C5819,?,?,AuthMap,"Success
"
0,4168044,C2159,DOM1,C2159$,DOM1,C743,C743,?,Network,LogOff,"Success
"
0,4428115,C743,DOM1,C743$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4320999,C3654,DOM1,C3654$,DOM1,C3654,C3654,Kerberos,Network,LogOn,"Success
"
0,4223812,C567,DOM1,C567$,DOM1,C1085,C1085,?,Network,LogOff,"Success
"
0,4162817,C3432,DOM1,C3432$,DOM1,C3432,C3432,Kerberos,Network,LogOn,"Success
"
0,2754070,U63,DOM1,U63,DOM1,C1666,C467,Kerberos,Network,LogOn,"Success
"
0,3709079,C1496,DOM1,C1496$,DOM1,C1496,C586,Kerberos,Network,LogOn,"Success
"
0,179842,C11946,DOM1,C11946$,DOM1,C11946,C528,Kerberos,Network,LogOn,"Success
"
0,4316450,C5268,DOM1,C5268$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,2010894,C6014,DOM1,SYSTEM,C6014,C6014,C6014,Negotiate,Service,LogOn,"Success
"
0,2400232,C13676,DOM1,C13676$,DOM1,C24027,C24027,?,?,TGT,"Success
"
0,909564,C13825,DOM1,C13825$,DOM1,C528,C528,?,Network,LogOff,"Success
"
0,3499339,U292,DOM1,U292,DOM1,C523,C523,?,NetworkCleartext,LogOff,"Success
"
0,4276449,U4287,DOM9,U4287,DOM9,C1915,C528,?,?,TGS,"Success
"
0,4010115,U47,DOM1,U47,DOM1,C457,C457,?,Network,LogOff,"Success
"
0,4587088,C12044,DOM1,C12044$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4835137,C23927,DOM1,C23927$,DOM1,C2106,C2106,?,Network,LogOff,"Success
"
0,2250051,C5924,DOM1,C5924$,DOM1,C1065,C1065,?,Network,LogOff,"Success
"
0,4367466,C7978,DOM1,C7978$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,2573087,C395,DOM1,C395$,DOM1,C1973,C1973,Kerberos,Network,LogOn,"Success
"
0,803006,C743,DOM1,C743$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,4230040,C18405,DOM1,C18405$,DOM1,C18405,C2106,Kerberos,Network,LogOn,"Success
"
0,4867839,C1561,DOM1,C1561$,DOM1,C1561,C529,Kerberos,Network,LogOn,"Success
"
0,1228982,C16811,DOM1,C16811$,DOM1,C612,C612,?,Network,LogOff,"Success
"
0,1200113,C21069,DOM1,C21069$,DOM1,C586,C586,?,Network,LogOff,"Success
"
0,2058922,C24067,DOM1,C24067$,DOM1,C24067,C625,Kerberos,Network,LogOn,"Success
"
0,2449910,U66,DOM1,U66,DOM1,C1971,C1971,?,Network,LogOff,"Success
"
0,4849447,C4295,DOM1,C4295$,DOM1,C625,C625,?,Network,LogOff,"Success
"
0,3112356,C23812,DOM1,C23812$,DOM1,C23812,C625,Kerberos,Network,LogOn,"Success
"
